employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
40456,Sales & Marketing,16,Bachelor's,Female,Other,1,31,2.0,6,0,0,87,1
28986,Technology,2,Master's & above,Male,Sourcing,1,45,4.0,7,1,1,98,1
77535,Technology,2,Master's & above,Male,Other,1,54,5.0,6,1,0,75,1
64477,Sales & Marketing,22,Bachelor's,Female,Sourcing,2,30,3.0,5,1,0,49,1
57425,Sales & Marketing,7,Bachelor's,Female,Other,1,27,5.0,2,0,1,59,1
25735,Operations,2,Bachelor's,Female,Sourcing,1,34,3.0,7,0,0,72,1
56574,Operations,3,Master's & above,Female,Other,1,33,5.0,3,1,0,56,1
8601,Procurement,22,Bachelor's,Male,Other,4,28,5.0,4,1,0,90,1
49673,Technology,7,Below Secondary,Female,Sourcing,1,24,,1,1,0,77,1
6449,Analytics,2,Bachelor's,Male,Other,1,34,5.0,10,0,0,89,1
76941,Operations,23,Bachelor's,Female,Sourcing,1,50,4.0,8,1,0,97,1
37803,Sales & Marketing,23,Master's & above,Male,Other,1,35,3.0,7,1,1,50,1
17039,Analytics,27,Bachelor's,Male,Sourcing,1,27,5.0,2,0,0,82,1
3579,HR,10,Bachelor's,Male,Other,1,30,3.0,3,1,0,49,1
56813,Analytics,13,Bachelor's,Male,Sourcing,1,28,,1,1,0,86,1
16437,Technology,15,Bachelor's,Female,Other,1,40,4.0,11,1,0,77,1
14398,Sales & Marketing,7,Bachelor's,Female,Other,1,30,3.0,2,0,0,59,1
77895,Technology,15,Bachelor's,Female,Other,1,30,4.0,3,1,0,81,1
4904,Technology,23,Bachelor's,Male,Other,4,31,4.0,5,1,0,74,1
20619,Operations,2,Master's & above,Male,Sourcing,3,35,5.0,8,1,0,61,1
74538,Sales & Marketing,1,Master's & above,Male,Other,1,41,3.0,9,1,0,53,1
67023,Finance,22,Bachelor's,Male,Other,1,28,5.0,2,0,0,91,1
71684,Sales & Marketing,2,Bachelor's,Female,Other,1,25,,1,0,1,86,1
39439,Technology,2,Bachelor's,Female,Sourcing,2,34,5.0,7,0,0,82,1
8826,Sales & Marketing,2,Bachelor's,Male,Sourcing,1,37,4.0,10,1,0,52,1
20714,Sales & Marketing,2,Master's & above,Male,Sourcing,1,48,3.0,6,1,0,51,1
37361,Sales & Marketing,13,Bachelor's,Male,Sourcing,1,31,5.0,7,1,0,48,1
78108,Technology,13,Bachelor's,Male,Sourcing,1,29,5.0,5,0,1,96,1
52454,Analytics,2,Master's & above,Male,Sourcing,1,43,3.0,18,0,0,87,1
33181,Procurement,13,Master's & above,Female,Sourcing,1,45,3.0,6,0,0,75,1
69878,Analytics,26,Master's & above,Male,Sourcing,1,41,5.0,5,1,1,90,1
17935,Technology,17,Master's & above,Male,Other,1,42,3.0,13,1,0,78,1
48427,Operations,19,Master's & above,Male,Other,1,38,5.0,4,1,0,56,1
3752,HR,2,Master's & above,Male,Sourcing,1,60,5.0,8,1,1,50,1
59146,Sales & Marketing,4,Bachelor's,Male,Sourcing,1,28,5.0,1,1,0,48,1
16259,Procurement,2,Master's & above,Female,Other,1,40,2.0,4,1,0,69,1
19491,Legal,22,Bachelor's,Male,Sourcing,1,30,5.0,4,1,0,61,1
72182,Procurement,13,Master's & above,Male,Other,1,38,5.0,4,0,0,82,1
18150,Technology,27,Bachelor's,Female,Other,1,38,5.0,4,1,0,78,1
56843,Sales & Marketing,23,Master's & above,Male,Other,2,34,3.0,7,1,0,47,1
33689,Sales & Marketing,2,Master's & above,Female,Other,1,33,3.0,4,1,0,49,1
25397,Technology,32,Bachelor's,Male,Sourcing,1,31,3.0,2,1,0,79,1
5938,Operations,10,Master's & above,Male,Sourcing,1,32,1.0,10,1,0,62,1
22464,Sales & Marketing,14,Bachelor's,Male,Sourcing,1,31,5.0,2,0,0,60,1
37302,Operations,2,Bachelor's,Male,Other,1,37,5.0,7,0,1,79,1
3671,Technology,26,Bachelor's,Male,Sourcing,1,26,4.0,2,1,0,80,1
21288,Procurement,30,Bachelor's,Male,Other,1,36,3.0,8,1,0,67,1
6958,Sales & Marketing,30,Master's & above,Male,Other,1,40,4.0,10,1,0,47,1
31783,Analytics,25,Bachelor's,Male,Other,2,32,4.0,6,1,0,91,1
33986,Sales & Marketing,2,Master's & above,Female,Other,1,35,5.0,4,0,0,59,1
7652,Procurement,2,Bachelor's,Female,Other,1,48,3.0,16,0,0,77,1
7364,Sales & Marketing,16,Bachelor's,Male,Other,1,27,4.0,1,1,0,49,1
49742,Technology,11,Master's & above,Male,Other,1,37,4.0,3,0,0,82,1
68472,Analytics,22,Bachelor's,Male,Referred,1,29,1.0,6,0,0,82,1
59519,Sales & Marketing,30,Master's & above,Male,Sourcing,1,37,3.0,7,1,0,53,1
77265,Technology,16,Master's & above,Male,Other,1,35,5.0,5,1,0,96,1
23777,R&D,22,Bachelor's,Male,Other,2,30,4.0,4,1,0,84,1
9675,Technology,29,Bachelor's,Male,Other,1,30,4.0,7,1,0,79,1
27692,Procurement,22,Bachelor's,Male,Other,1,31,3.0,4,0,0,80,1
23957,Sales & Marketing,22,Bachelor's,Female,Other,1,28,4.0,4,1,0,51,1
25455,Technology,2,Master's & above,Male,Sourcing,1,34,5.0,9,1,0,80,1
76230,Finance,2,Bachelor's,Male,Other,1,26,2.0,3,0,0,69,1
1500,Sales & Marketing,10,Master's & above,Male,Sourcing,1,36,5.0,2,1,0,94,1
66467,Operations,15,Master's & above,Male,Other,1,43,4.0,4,0,0,73,1
38764,Operations,15,Bachelor's,Male,Sourcing,1,39,5.0,11,1,0,60,1
59303,Sales & Marketing,12,Bachelor's,Female,Other,1,27,,1,0,0,67,1
69137,Sales & Marketing,28,Bachelor's,Male,Other,1,37,4.0,3,1,0,63,1
42690,Sales & Marketing,16,Bachelor's,Male,Sourcing,1,33,3.0,7,1,0,96,1
60838,Sales & Marketing,17,Bachelor's,Male,Other,2,26,5.0,2,0,0,65,1
38530,Sales & Marketing,2,Bachelor's,Male,Other,1,44,4.0,14,0,0,58,1
62225,Operations,15,Bachelor's,Male,Sourcing,1,36,4.0,8,1,0,56,1
10882,Sales & Marketing,25,Master's & above,Male,Sourcing,2,32,4.0,5,1,1,92,1
13772,Technology,8,Bachelor's,Male,Other,1,27,4.0,2,1,0,78,1
43314,Analytics,25,Master's & above,Male,Other,1,35,5.0,3,0,1,81,1
10610,Technology,27,Bachelor's,Male,Other,2,30,3.0,6,0,0,80,1
66684,Sales & Marketing,7,Master's & above,Female,Other,1,45,5.0,16,1,0,45,1
51118,Operations,22,Master's & above,Male,Sourcing,2,38,5.0,11,0,0,72,1
15933,Analytics,25,Bachelor's,Male,Sourcing,2,32,5.0,2,1,0,87,1
74499,R&D,22,Master's & above,Male,Other,2,28,,1,1,0,83,1
27057,Technology,2,Master's & above,Male,Other,1,43,3.0,12,0,0,80,1
34931,Sales & Marketing,7,Bachelor's,Male,Other,1,45,1.0,17,0,0,62,1
31881,Analytics,22,Bachelor's,Male,Sourcing,1,28,5.0,3,1,0,88,1
23767,Operations,7,Master's & above,Male,Sourcing,1,35,5.0,3,1,0,57,1
8031,Technology,17,Master's & above,Male,Sourcing,1,42,3.0,12,0,0,80,1
57131,Finance,2,Bachelor's,Male,Other,1,24,,1,0,0,71,1
12914,Operations,2,Bachelor's,Female,Other,1,40,3.0,11,1,0,91,1
40525,Procurement,7,Bachelor's,Male,Other,1,31,5.0,6,1,0,68,1
41348,Operations,2,Bachelor's,Female,Other,2,52,5.0,18,1,0,56,1
56396,Procurement,22,Bachelor's,Male,Sourcing,1,30,4.0,4,1,0,67,1
38719,Analytics,4,Bachelor's,Male,Sourcing,1,29,2.0,3,1,0,88,1
47608,Procurement,10,Master's & above,Male,Sourcing,1,34,5.0,2,1,0,72,1
51059,Sales & Marketing,2,Bachelor's,Male,Other,1,29,5.0,4,0,0,58,1
11685,Operations,15,Bachelor's,Male,Sourcing,1,31,,1,1,0,56,1
14502,Technology,7,Master's & above,Male,Other,1,54,4.0,7,0,0,81,1
8278,Procurement,13,Bachelor's,Female,Sourcing,1,30,4.0,2,1,0,86,1
994,Sales & Marketing,14,Bachelor's,Male,Other,1,59,3.0,11,0,0,65,1
12592,Sales & Marketing,25,Master's & above,Male,Other,1,34,3.0,7,0,0,60,1
21416,HR,26,Bachelor's,Male,Sourcing,1,27,4.0,3,1,0,55,0
64137,Sales & Marketing,11,Bachelor's,Male,Sourcing,1,37,5.0,6,0,0,52,0
74532,Sales & Marketing,22,Bachelor's,Male,Other,1,28,,1,1,0,52,0
40776,Analytics,29,Bachelor's,Male,Other,3,28,3.0,4,0,0,83,0
19114,Sales & Marketing,3,Bachelor's,Male,Other,1,38,1.0,8,0,0,53,0
29264,Operations,7,Bachelor's,Male,Sourcing,1,34,4.0,9,0,0,61,0
62441,HR,22,Master's & above,Male,Referred,2,32,4.0,4,0,0,52,0
68101,Sales & Marketing,27,Bachelor's,Male,Sourcing,1,38,3.0,7,0,0,52,0
4335,Finance,32,Bachelor's,Male,Sourcing,1,27,1.0,2,0,0,56,0
50829,Technology,2,Bachelor's,Female,Referred,1,36,3.0,10,0,0,78,0
30568,Operations,4,Master's & above,Male,Other,1,27,5.0,5,1,0,59,0
27317,Sales & Marketing,32,Bachelor's,Male,Other,2,30,,1,1,0,48,0
26354,Analytics,23,Master's & above,Male,Sourcing,1,36,3.0,9,0,0,83,0
3154,Technology,16,Bachelor's,Male,Sourcing,2,37,4.0,10,1,0,80,0
16436,Technology,2,Master's & above,Male,Referred,1,49,5.0,7,1,0,77,0
41682,Legal,34,Bachelor's,Male,Sourcing,1,31,3.0,2,0,0,54,0
22961,Procurement,7,Master's & above,Male,Sourcing,2,33,4.0,7,0,0,72,0
2046,Sales & Marketing,15,Bachelor's,Male,Other,2,37,1.0,7,0,0,43,0
45697,Technology,26,Bachelor's,Female,Other,1,42,3.0,14,0,0,79,0
25766,Operations,24,Master's & above,Female,Sourcing,1,38,3.0,4,1,0,59,0
64643,Sales & Marketing,23,Bachelor's,Female,Other,1,34,4.0,3,0,0,52,0
43497,HR,2,Master's & above,Male,Sourcing,1,45,3.0,3,0,0,51,0
7911,Analytics,15,Bachelor's,Male,Other,2,31,3.0,3,0,0,91,0
48969,Operations,2,Bachelor's,Female,Sourcing,1,35,2.0,9,1,0,59,0
42472,Operations,2,Bachelor's,Male,Sourcing,1,43,3.0,4,1,0,60,0
40553,Sales & Marketing,8,Master's & above,Male,Other,1,44,2.0,2,0,0,51,0
3879,Sales & Marketing,2,Bachelor's,Female,Other,1,38,5.0,10,1,0,51,0
60172,Sales & Marketing,15,Master's & above,Male,Other,1,30,3.0,3,0,0,48,0
13477,Procurement,15,Master's & above,Male,Other,1,35,3.0,7,0,0,70,0
63681,Operations,34,Bachelor's,Male,Sourcing,1,41,5.0,5,1,0,56,0
34812,Sales & Marketing,15,Bachelor's,Male,Sourcing,1,25,3.0,3,0,0,47,0
66873,Operations,22,Bachelor's,Male,Other,1,36,1.0,4,0,0,60,0
13731,Procurement,17,Bachelor's,Female,Sourcing,1,31,4.0,4,0,0,64,0
18069,Sales & Marketing,7,Master's & above,Male,Sourcing,2,47,5.0,6,1,0,52,0
4201,HR,2,Master's & above,Female,Other,1,48,5.0,5,0,0,51,0
22332,Procurement,10,Master's & above,Female,Other,1,36,1.0,4,0,0,68,0
13903,Operations,32,Bachelor's,Male,Other,1,27,3.0,3,0,0,60,0
50978,Finance,10,Master's & above,Male,Other,2,32,5.0,3,0,0,58,0
34873,Operations,31,Bachelor's,Female,Other,1,41,3.0,11,0,0,60,0
66965,Operations,7,Bachelor's,Female,Sourcing,1,44,3.0,10,0,0,60,0
58479,Operations,27,Master's & above,Male,Sourcing,1,46,3.0,16,0,0,58,0
65030,Technology,7,Master's & above,Male,Referred,1,36,5.0,3,0,0,80,0
55317,Analytics,28,Bachelor's,Male,Other,2,29,5.0,5,1,0,82,0
27882,Operations,3,Master's & above,Female,Sourcing,1,38,4.0,3,0,0,58,0
54342,Technology,2,Bachelor's,Male,Sourcing,1,36,5.0,4,1,0,81,0
33332,Operations,15,Bachelor's,Male,Sourcing,1,41,4.0,11,0,0,57,0
43076,Sales & Marketing,22,Bachelor's,Male,Other,1,29,1.0,6,1,0,46,0
11887,Operations,15,Master's & above,Female,Other,1,47,3.0,7,0,0,58,0
48522,Technology,11,Bachelor's,Male,Other,1,35,3.0,5,0,0,77,0
55665,Sales & Marketing,22,Bachelor's,Male,Other,1,28,,1,0,0,49,0
30251,Operations,4,Master's & above,Male,Other,1,35,5.0,6,1,0,59,0
65600,Procurement,17,Master's & above,Female,Other,1,50,5.0,19,0,0,68,0
42633,Sales & Marketing,15,Master's & above,Male,Other,1,30,4.0,3,1,0,45,0
26954,Operations,26,Bachelor's,Female,Sourcing,1,38,1.0,2,0,0,61,0
74817,Technology,2,Bachelor's,Male,Other,2,48,3.0,21,0,0,80,0
32841,Sales & Marketing,2,Bachelor's,Female,Sourcing,1,31,5.0,4,1,0,56,0
25561,Technology,14,Master's & above,Female,Sourcing,1,34,3.0,8,0,0,78,0
64110,Sales & Marketing,31,Bachelor's,Male,Sourcing,1,31,3.0,2,1,0,51,0
73673,Sales & Marketing,22,Bachelor's,Male,Sourcing,2,25,2.0,4,0,0,49,0
14825,Technology,7,Bachelor's,Female,Other,1,30,2.0,4,0,0,77,0
42266,Operations,12,Bachelor's,Female,Sourcing,1,30,3.0,6,1,0,57,0
10953,Procurement,31,Master's & above,Male,Other,1,37,3.0,8,0,0,67,0
49261,Technology,12,Bachelor's,Male,Sourcing,1,28,4.0,4,1,0,81,0
21633,Procurement,19,Bachelor's,Male,Sourcing,1,35,3.0,8,0,0,66,0
47973,Sales & Marketing,2,Bachelor's,Male,Referred,1,38,5.0,7,0,0,49,0
25882,Technology,7,Bachelor's,Male,Other,1,25,1.0,4,0,0,82,0
48671,Analytics,7,Bachelor's,Male,Other,1,35,5.0,5,0,0,89,0
60590,Technology,5,Bachelor's,Male,Other,1,48,3.0,5,0,0,79,0
26731,Procurement,11,Bachelor's,Male,Other,2,34,5.0,8,1,0,67,0
35785,Analytics,11,Bachelor's,Male,Other,1,35,3.0,8,0,0,89,0
10631,Sales & Marketing,2,Bachelor's,Female,Sourcing,1,29,5.0,4,0,0,48,0
33647,Analytics,26,Bachelor's,Male,Other,1,30,1.0,5,0,0,85,0
59384,Operations,15,Bachelor's,Male,Sourcing,1,32,3.0,7,1,0,61,0
42703,Technology,22,Bachelor's,Male,Sourcing,1,37,3.0,7,0,0,75,0
35944,Sales & Marketing,2,Bachelor's,Male,Other,1,57,2.0,14,0,0,46,0
52278,Technology,22,Bachelor's,Male,Other,1,38,3.0,2,0,0,76,0
28433,Sales & Marketing,31,Bachelor's,Female,Other,1,42,1.0,6,0,0,52,0
49873,Operations,22,Bachelor's,Male,Other,1,50,3.0,21,0,0,61,0
28822,Technology,23,Master's & above,Male,Sourcing,1,34,5.0,3,1,0,77,0
16461,Technology,27,Bachelor's,Female,Sourcing,1,30,3.0,5,0,0,79,0
28704,Sales & Marketing,2,Bachelor's,Female,Other,3,24,1.0,1,0,0,54,0
43560,Sales & Marketing,23,Bachelor's,Female,Other,1,34,5.0,6,0,0,46,0
39723,Finance,32,Bachelor's,Male,Other,1,30,3.0,4,0,0,60,0
21867,Legal,31,Bachelor's,Male,Sourcing,1,35,3.0,7,0,0,59,0
73464,Sales & Marketing,31,Bachelor's,Male,Sourcing,2,25,3.0,2,0,0,49,0
17975,Sales & Marketing,29,Bachelor's,Male,Sourcing,1,33,3.0,9,0,0,49,0
44238,Technology,1,Master's & above,Female,Other,1,31,1.0,4,1,0,78,0
34859,Operations,2,Master's & above,Male,Sourcing,1,34,4.0,9,1,0,59,0
22099,HR,2,Bachelor's,Male,Other,1,45,1.0,13,0,0,50,0
13943,Operations,22,Bachelor's,Male,Other,1,39,4.0,8,0,0,58,0
40895,Technology,2,Master's & above,Female,Other,1,34,4.0,7,1,0,83,0
4092,Operations,2,Master's & above,Female,Other,2,37,4.0,2,1,0,59,0
68690,Finance,27,Bachelor's,Female,Other,2,32,4.0,6,1,0,58,0
58514,Sales & Marketing,1,Master's & above,Male,Sourcing,1,33,3.0,2,0,0,51,0
51877,Operations,8,Master's & above,Female,Other,1,31,3.0,6,1,0,61,0
56157,Operations,10,Bachelor's,Female,Sourcing,1,37,3.0,7,1,0,60,0
76262,Operations,27,Bachelor's,Male,Other,1,30,3.0,5,0,0,61,0
39708,Sales & Marketing,33,Bachelor's,Male,Other,1,30,3.0,2,0,0,50,0
57389,Technology,7,Bachelor's,Female,Other,1,29,4.0,3,1,0,80,0
72578,Procurement,2,Master's & above,Female,Other,1,47,3.0,10,0,0,69,0
54879,Operations,2,Master's & above,Male,Sourcing,1,38,4.0,5,1,0,61,0
51866,Sales & Marketing,25,Bachelor's,Male,Other,1,36,5.0,8,1,0,47,0
51225,Sales & Marketing,2,Master's & above,Male,Other,3,58,3.0,32,0,0,52,0
28219,Finance,2,Master's & above,Female,Sourcing,1,48,4.0,14,0,0,60,0
68001,Procurement,20,Bachelor's,Male,Other,1,26,3.0,2,0,0,69,0
9189,Finance,2,Bachelor's,Male,Other,1,46,3.0,17,0,0,62,0
65532,Sales & Marketing,33,Master's & above,Male,Other,1,38,3.0,8,0,0,53,0
35317,Procurement,2,Master's & above,Male,Other,1,43,3.0,13,0,0,66,0
41917,Analytics,22,Bachelor's,Male,Sourcing,3,27,,1,0,0,88,0
52266,Operations,22,Bachelor's,Female,Sourcing,2,40,5.0,3,1,0,59,0
51071,Sales & Marketing,4,Master's & above,Female,Sourcing,1,37,3.0,9,0,0,44,0
67138,Technology,2,Master's & above,Male,Sourcing,1,48,4.0,18,1,0,81,0
4830,Finance,2,Bachelor's,Male,Sourcing,1,34,3.0,8,0,0,62,0
37947,Sales & Marketing,10,Bachelor's,Male,Sourcing,1,30,5.0,3,1,0,46,0
66660,Sales & Marketing,13,Master's & above,Male,Other,1,46,2.0,7,0,0,48,0
77585,Sales & Marketing,20,Bachelor's,Male,Other,1,33,5.0,7,1,0,47,0
39834,Finance,28,Master's & above,Male,Sourcing,1,35,4.0,9,0,0,54,0
77549,Procurement,2,Master's & above,Male,Sourcing,1,35,4.0,7,0,0,66,0
33152,Analytics,7,Bachelor's,Male,Other,3,28,5.0,5,1,0,80,0
19790,Sales & Marketing,27,Bachelor's,Male,Other,1,43,2.0,14,0,0,54,0
67776,Technology,2,Bachelor's,Female,Other,1,42,2.0,14,0,0,80,0
12044,Operations,15,Bachelor's,Male,Sourcing,1,33,3.0,7,1,0,58,0
70164,Sales & Marketing,16,Bachelor's,Male,Other,1,33,3.0,9,0,0,49,0
41128,Technology,4,Bachelor's,Female,Sourcing,2,27,2.0,2,1,0,82,0
70226,Sales & Marketing,22,Bachelor's,Male,Sourcing,2,35,4.0,7,0,0,51,0
69679,Sales & Marketing,2,Bachelor's,Male,Sourcing,1,47,5.0,13,0,0,44,0
49935,Sales & Marketing,27,Bachelor's,Male,Sourcing,2,37,1.0,9,0,0,47,0
492,Procurement,2,Master's & above,Female,Sourcing,1,36,4.0,5,1,0,62,0
6250,Sales & Marketing,22,Master's & above,Male,Other,1,41,2.0,4,1,0,46,0
46934,Operations,6,Bachelor's,Male,Other,1,31,4.0,7,0,0,61,0
63931,Sales & Marketing,22,Bachelor's,Male,Sourcing,1,24,1.0,2,0,0,48,0
76237,Operations,26,Bachelor's,Male,Sourcing,1,41,5.0,14,1,0,58,0
24832,Sales & Marketing,2,Master's & above,Male,Other,1,36,1.0,3,1,0,50,0
58466,Analytics,25,Bachelor's,Male,Sourcing,1,31,5.0,3,1,0,85,0
20039,Operations,15,Bachelor's,Female,Sourcing,1,48,3.0,7,0,0,62,0
32725,R&D,2,Bachelor's,Male,Sourcing,2,35,4.0,9,0,0,87,0
40062,Procurement,30,Bachelor's,Male,Sourcing,1,33,5.0,7,1,0,70,0
45509,Sales & Marketing,6,Bachelor's,Male,Other,1,31,2.0,4,0,0,47,0
10920,Technology,2,Master's & above,Male,Other,1,35,2.0,10,0,0,79,0
30365,Finance,16,Bachelor's,Male,Other,1,34,3.0,5,0,0,57,0
66711,Operations,15,Master's & above,Male,Other,1,42,4.0,14,0,0,57,0
59301,Operations,17,Bachelor's,Female,Other,1,34,5.0,9,1,0,64,0
39220,Sales & Marketing,13,Bachelor's,Male,Other,1,53,5.0,11,1,0,47,0
42908,HR,2,Master's & above,Female,Other,1,35,4.0,10,1,0,53,0
57397,Operations,2,Bachelor's,Male,Other,1,31,5.0,2,1,0,57,0
24254,Sales & Marketing,13,Bachelor's,Male,Sourcing,2,31,1.0,5,0,0,54,0
24027,Technology,28,Bachelor's,Male,Sourcing,1,25,3.0,3,0,0,82,0
25349,Technology,23,Bachelor's,Male,Other,1,31,3.0,6,0,0,81,0
65753,Technology,2,Master's & above,Male,Other,1,39,4.0,11,0,0,72,0
70055,Operations,22,Bachelor's,Male,Other,1,41,3.0,12,0,0,62,0
46817,Procurement,26,Bachelor's,Male,Sourcing,2,53,3.0,17,0,0,73,0
14020,Procurement,2,Bachelor's,Female,Other,1,39,5.0,5,1,0,73,0
58726,Procurement,4,Master's & above,Male,Other,1,35,5.0,8,1,0,74,0
73176,Sales & Marketing,7,Bachelor's,Male,Other,3,33,1.0,4,0,0,51,0
56557,Sales & Marketing,23,Master's & above,Male,Sourcing,2,51,1.0,8,0,0,45,0
36719,Sales & Marketing,31,Bachelor's,Male,Sourcing,2,35,3.0,7,0,0,51,0
54254,Procurement,2,Bachelor's,Male,Other,1,42,3.0,2,0,0,70,0
54993,Technology,7,Bachelor's,Female,Sourcing,1,32,3.0,7,0,0,80,0
63663,Operations,31,Bachelor's,Female,Other,1,28,5.0,2,1,0,60,0
53787,Procurement,7,Bachelor's,Male,Sourcing,2,34,3.0,4,0,0,71,0
4879,Procurement,2,Master's & above,Female,Sourcing,2,45,3.0,3,1,0,70,0
2694,Finance,30,Bachelor's,Female,Sourcing,1,28,5.0,5,1,0,60,0
7553,Analytics,15,Bachelor's,Male,Other,1,38,1.0,12,0,0,82,0
77448,Technology,11,Bachelor's,Male,Sourcing,2,30,3.0,5,0,0,76,0
71771,Operations,27,Master's & above,Male,Other,2,36,3.0,3,0,0,56,0
62487,Operations,15,Master's & above,Male,Other,2,41,5.0,15,1,0,58,0
75917,Sales & Marketing,14,Bachelor's,Female,Other,1,28,,1,0,0,50,0
66858,Procurement,23,Bachelor's,Male,Other,1,34,5.0,8,1,0,71,0
46757,Technology,5,Bachelor's,Male,Sourcing,1,33,3.0,2,0,0,79,0
28824,Operations,15,Bachelor's,Male,Sourcing,1,41,4.0,11,1,0,57,0
23662,Operations,2,Bachelor's,Female,Other,1,49,4.0,3,1,0,59,0
58223,Sales & Marketing,22,Master's & above,Female,Other,1,39,3.0,4,0,0,54,0
45987,Operations,2,Master's & above,Male,Other,1,41,3.0,6,0,0,56,0
48359,Analytics,28,Bachelor's,Male,Sourcing,1,28,5.0,2,1,0,85,0
73370,Sales & Marketing,30,Bachelor's,Male,Sourcing,2,34,1.0,7,0,0,49,0
32091,Sales & Marketing,15,Master's & above,Male,Other,1,35,4.0,4,0,0,47,0
71807,Technology,23,Bachelor's,Male,Other,1,33,5.0,6,1,0,81,0
49051,Procurement,10,Bachelor's,Female,Other,1,30,5.0,9,0,0,73,0
31548,R&D,22,Bachelor's,Male,Sourcing,1,29,,1,1,0,81,0
32983,Technology,19,Master's & above,Male,Other,2,37,1.0,4,1,0,79,0
36143,Analytics,20,Bachelor's,Male,Sourcing,1,29,3.0,3,0,0,88,0
18038,Finance,31,Bachelor's,Male,Other,1,31,1.0,5,1,0,60,0
76336,Sales & Marketing,13,Bachelor's,Male,Other,1,41,3.0,10,0,1,52,0
74744,Sales & Marketing,1,Master's & above,Male,Other,2,40,1.0,7,0,0,50,0
77729,Operations,32,Bachelor's,Male,Sourcing,1,27,3.0,3,0,0,57,0
76076,Sales & Marketing,12,Bachelor's,Female,Sourcing,1,27,3.0,2,0,0,49,0
55444,Sales & Marketing,22,Bachelor's,Male,Sourcing,2,33,2.0,6,0,0,52,0
64835,HR,4,Bachelor's,Male,Other,1,27,,1,1,0,53,0
74323,Operations,2,Bachelor's,Male,Other,3,28,,1,1,0,63,0
40936,Sales & Marketing,25,Bachelor's,Male,Sourcing,2,28,1.0,6,0,0,51,0
50646,Technology,2,Bachelor's,Male,Sourcing,1,27,2.0,4,1,0,79,0
67694,Procurement,11,Bachelor's,Female,Other,1,32,2.0,5,0,0,71,0
54891,Procurement,7,Master's & above,Male,Other,1,39,3.0,13,0,0,70,0
62311,Finance,21,Bachelor's,Male,Sourcing,1,34,1.0,3,0,0,60,0
61700,Technology,4,Master's & above,Male,Other,1,50,3.0,22,0,0,83,0
64609,Sales & Marketing,25,Bachelor's,Male,Other,1,27,4.0,4,1,0,49,0
59737,Technology,2,Master's & above,Female,Sourcing,1,44,4.0,5,1,0,77,0
11048,Legal,2,Bachelor's,Male,Other,1,33,1.0,6,0,0,57,0
16373,Procurement,14,Master's & above,Male,Sourcing,1,35,5.0,8,0,0,69,0
77393,Procurement,2,Bachelor's,Male,Sourcing,2,56,4.0,10,0,0,73,0
65016,Sales & Marketing,16,Bachelor's,Male,Other,1,55,3.0,4,0,0,49,0
77034,Technology,2,Bachelor's,Female,Other,1,42,4.0,2,0,0,78,0
73478,Analytics,13,Bachelor's,Male,Sourcing,2,27,4.0,3,1,0,82,0
70026,Finance,2,Bachelor's,Male,Other,1,36,5.0,8,0,0,58,0
11987,Operations,4,Master's & above,Male,Sourcing,2,34,3.0,7,0,0,57,0
5903,Sales & Marketing,26,Bachelor's,Male,Other,1,48,2.0,8,0,0,48,0
30576,Operations,12,Bachelor's,Male,Other,1,33,3.0,3,0,0,56,0
18440,Operations,2,Master's & above,Male,Other,3,41,5.0,10,1,0,57,0
45319,Sales & Marketing,13,Bachelor's,Male,Sourcing,2,27,,1,0,0,52,0
77757,Operations,31,Bachelor's,Male,Sourcing,2,30,3.0,5,0,0,62,0
17031,Sales & Marketing,2,Master's & above,Female,Other,1,35,5.0,9,1,0,51,0
26401,Operations,29,Bachelor's,Male,Other,1,30,2.0,6,0,0,58,0
44346,Sales & Marketing,22,Bachelor's,Male,Referred,1,27,5.0,2,1,0,55,0
1080,Procurement,22,Bachelor's,Male,Other,3,31,1.0,2,0,0,64,0
50541,Sales & Marketing,7,Bachelor's,Male,Sourcing,2,54,3.0,5,0,0,47,0
23545,Sales & Marketing,11,Bachelor's,Female,Sourcing,1,27,5.0,2,1,0,49,0
17279,Analytics,15,Bachelor's,Male,Sourcing,3,27,5.0,3,1,0,82,0
62376,Sales & Marketing,2,Bachelor's,Male,Sourcing,1,32,5.0,5,0,0,50,0
44474,Technology,25,Master's & above,Female,Sourcing,1,33,2.0,5,0,0,77,0
3061,Sales & Marketing,26,Bachelor's,Male,Other,1,33,4.0,6,0,0,48,0
11519,Finance,7,Bachelor's,Male,Other,1,32,5.0,9,1,0,57,0
62443,Technology,5,Bachelor's,Female,Other,1,30,1.0,3,0,0,78,0
55513,Legal,27,Bachelor's,Male,Other,1,33,3.0,4,0,0,61,0
16012,Sales & Marketing,22,Master's & above,Female,Other,1,31,4.0,4,1,0,53,0
58713,Analytics,26,Bachelor's,Male,Other,2,34,3.0,6,0,0,85,0
49797,Analytics,22,Bachelor's,Female,Sourcing,1,27,5.0,2,0,0,81,0
40782,Operations,26,Bachelor's,Female,Sourcing,2,30,3.0,3,0,0,60,0
68955,Sales & Marketing,7,Master's & above,Male,Other,1,36,4.0,2,1,0,49,0
10234,Analytics,22,Bachelor's,Male,Other,3,28,4.0,4,0,0,84,0
14569,Technology,2,Bachelor's,Male,Referred,1,30,4.0,2,0,0,83,0
